frame_id,handedness,finger,depth_mm
237,Left,index,265.0
237,Left,middle,270.0
237,Left,ring,260.0
237,Left,pinky,238.0
238,Left,thumb,239.0
238,Left,index,262.0
238,Left,middle,270.0
238,Left,ring,261.0
238,Left,pinky,249.0
238,Right,thumb,220.0
238,Right,index,238.0
238,Right,middle,251.0
238,Right,ring,246.0
238,Right,pinky,249.0
239,Left,thumb,239.0
239,Left,index,254.0
239,Left,middle,260.0
239,Left,ring,254.0
239,Left,pinky,237.0
239,Right,thumb,216.0
239,Right,index,225.0
239,Right,middle,239.0
239,Right,ring,242.0
239,Right,pinky,235.0
240,Left,thumb,244.0
240,Left,index,255.0
240,Left,middle,260.0
240,Left,ring,258.0
240,Left,pinky,252.0
240,Right,thumb,221.0
240,Right,index,245.0
240,Right,middle,243.0
240,Right,ring,244.0
240,Right,pinky,228.0
241,Left,thumb,245.0
241,Left,index,268.0
241,Left,middle,275.0
241,Left,ring,260.0
241,Left,pinky,248.0
241,Right,thumb,220.0
241,Right,index,237.0
241,Right,middle,246.0
241,Right,ring,246.0
241,Right,pinky,242.0
242,Left,thumb,238.0
242,Left,index,263.0
242,Left,middle,266.0
242,Left,ring,258.0
242,Left,pinky,242.0
242,Right,thumb,219.0
242,Right,index,237.0
242,Right,middle,245.0
242,Right,ring,247.0
242,Right,pinky,230.0
243,Left,thumb,244.0
243,Left,index,265.0
243,Left,middle,272.0
243,Left,ring,254.0
243,Left,pinky,250.0
243,Right,thumb,220.0
243,Right,index,238.0
243,Right,middle,248.0
243,Right,ring,249.0
243,Right,pinky,233.0
244,Right,thumb,220.0
244,Right,index,236.0
244,Right,middle,248.0
244,Right,ring,248.0
244,Right,pinky,242.0
244,Left,thumb,243.0
244,Left,index,261.0
244,Left,middle,267.0
244,Left,ring,258.0
244,Left,pinky,247.0
245,Right,thumb,222.0
245,Right,index,248.0
245,Right,middle,250.0
245,Right,ring,250.0
245,Right,pinky,233.0
245,Left,thumb,246.0
245,Left,index,254.0
245,Left,middle,263.0
245,Left,ring,258.0
245,Left,pinky,251.0
246,Left,thumb,246.0
246,Left,index,266.0
246,Left,middle,268.0
246,Left,ring,258.0
246,Left,pinky,245.0
246,Right,thumb,225.0
246,Right,index,240.0
246,Right,middle,243.0
246,Right,ring,241.0
246,Right,pinky,238.0
247,Right,thumb,220.0
247,Right,index,253.0
247,Right,middle,248.0
247,Right,ring,253.0
247,Right,pinky,238.0
247,Left,thumb,243.0
247,Left,index,268.0
247,Left,middle,270.0
247,Left,ring,266.0
247,Left,pinky,248.0
248,Left,thumb,246.0
248,Left,index,265.0
248,Left,middle,271.0
248,Left,ring,264.0
248,Left,pinky,254.0
248,Right,thumb,223.0
248,Right,index,238.0
248,Right,middle,248.0
248,Right,ring,254.0
248,Right,pinky,241.0
249,Right,thumb,233.0
249,Right,index,228.0
249,Right,middle,244.0
249,Right,ring,245.0
249,Right,pinky,231.0
249,Left,thumb,243.0
249,Left,index,264.0
249,Left,middle,281.0
249,Left,ring,263.0
249,Left,pinky,244.0
250,Right,thumb,219.0
250,Right,index,248.0
250,Right,middle,246.0
250,Right,ring,249.0
250,Right,pinky,233.0
250,Left,thumb,245.0
250,Left,index,266.0
250,Left,middle,270.0
250,Left,ring,259.0
250,Left,pinky,256.0
251,Right,thumb,229.0
251,Right,index,233.0
251,Right,middle,253.0
251,Right,ring,252.0
251,Right,pinky,250.0
251,Left,thumb,245.0
251,Left,index,271.0
251,Left,middle,281.0
251,Left,ring,269.0
251,Left,pinky,250.0
252,Right,thumb,218.0
252,Right,index,245.0
252,Right,middle,240.0
252,Right,ring,242.0
252,Right,pinky,243.0
252,Left,thumb,244.0
252,Left,index,263.0
252,Left,middle,266.0
252,Left,ring,255.0
252,Left,pinky,251.0
253,Right,thumb,225.0
253,Right,index,239.0
253,Right,middle,242.0
253,Right,ring,247.0
253,Right,pinky,248.0
253,Left,thumb,244.0
253,Left,index,266.0
253,Left,middle,275.0
253,Left,ring,262.0
253,Left,pinky,247.0
254,Right,thumb,221.0
254,Right,index,249.0
254,Right,middle,253.0
254,Right,ring,256.0
254,Right,pinky,245.0
254,Left,thumb,239.0
254,Left,index,262.0
254,Left,middle,267.0
254,Left,ring,264.0
254,Left,pinky,245.0
255,Left,thumb,245.0
255,Left,index,267.0
255,Left,middle,282.0
255,Left,ring,263.0
255,Left,pinky,249.0
255,Right,thumb,217.0
255,Right,index,242.0
255,Right,middle,244.0
255,Right,ring,253.0
255,Right,pinky,250.0
256,Left,thumb,248.0
256,Left,index,265.0
256,Left,middle,272.0
256,Left,ring,255.0
256,Left,pinky,241.0
257,Left,thumb,249.0
257,Left,index,260.0
257,Left,middle,267.0
257,Left,ring,259.0
257,Left,pinky,239.0
258,Left,thumb,245.0
258,Left,index,259.0
258,Left,middle,259.0
258,Left,ring,248.0
258,Left,pinky,242.0
259,Left,thumb,254.0
259,Left,index,260.0
259,Left,middle,257.0
259,Left,ring,268.0
259,Left,pinky,248.0
260,Left,thumb,254.0
260,Left,index,259.0
260,Left,middle,254.0
260,Left,ring,246.0
260,Left,pinky,234.0
261,Left,thumb,256.0
261,Left,index,253.0
261,Left,middle,257.0
261,Left,ring,250.0
261,Left,pinky,251.0
262,Left,thumb,251.0
262,Left,index,259.0
262,Left,middle,270.0
262,Left,ring,256.0
262,Left,pinky,238.0
